SAMENWERKINGSVERBAND_NUMMER;brin_nummer;vestigings_nummer;aantal_leerlingen;vsv_totaal;vsv_vmbo;vsv_mbo;vsv_overig
VO2709;01OE;26;377;4;3;0;1
VO2709;02QZ;00;1704;4;0;0;4
VO2709;02TE;00;1585;5;1;0;4
VO2709;03RU;00;1821;22;13;0;9
VO2709;05FE;00;874;4;4;0;0
VO2709;14VG;00;1537;4;0;0;4
VO2709;19TI;00;1142;5;1;0;4
VO2709;19TI;03;680;15;11;0;4
VO2709;19TI;05;926;0;0;0;0
VO2709;19XY;00;1622;12;3;0;9
VO2709;21WE;00;1836;7;4;0;3
VO2710;00PS;00;187;1;0;0;1
VO2710;00PS;03;757;9;2;0;7
VO2710;00PS;04;385;1;1;0;0
VO2710;00PS;05;440;5;4;0;1
VO2710;00PS;06;148;1;1;0;0
VO2710;00PS;08;1121;5;1;0;4
VO2710;00UM;00;1172;2;1;0;1
VO2710;01OE;25;334;3;3;0;0
VO2710;02EV;00;1077;4;0;0;4
VO2710;02UB;00;1199;3;0;0;3
VO2710;03FO;00;1433;5;2;0;3
VO2710;03FO;01;421;2;2;0;0
VO2710;03FO;02;214;3;3;0;0
VO2710;03FO;04;219;7;3;2;2
VO2710;14SM;00;1248;5;0;0;5
VO2710;14SM;02;447;1;1;0;0
VO2710;14SM;03;1074;5;2;0;3
VO2710;14SM;04;1498;3;3;0;0
VO2710;14SM;05;984;10;6;0;4
VO2710;14SM;14;26;5;0;0;5
VO2710;20DD;00;785;5;0;0;5
VO2710;20DD;02;224;0;0;0;0
VO2710;24TG;00;1164;0;0;0;0
VO2710;24TG;04;296;5;4;0;1
VO2710;30JN;00;309;1;0;0;1
VO2801;01OE;03;378;4;4;0;0
VO2801;02GP;00;767;9;0;0;9
VO2801;02KB;02;600;7;7;0;0
VO2801;02VD;00;1128;3;0;0;3
VO2801;02VD;02;59;1;0;0;1
VO2801;02VD;04;636;0;0;0;0
VO2801;02VD;07;140;0;0;0;0
VO2801;14WE;00;1371;5;4;0;1
VO2801;14WJ;00;979;2;1;0;1
VO2801;16RH;00;1175;1;0;0;1
VO2801;16TV;02;531;6;2;0;4
VO2801;20CL;00;752;2;2;0;0
VO2801;20DF;00;1081;8;1;0;7
VO2801;20DF;01;1004;20;15;0;5
VO2801;20DF;04;68;9;0;0;9
VO2801;20DP;00;1144;2;0;0;2
VO2801;21GW;00;904;3;0;0;3
VO2801;21GW;01;332;0;0;0;0
VO2801;21GW;02;930;1;0;0;1
VO2801;21GW;03;370;6;3;0;3
VO2801;30GD;00;810;0;0;0;0
VO2802;00BD;00;964;2;1;0;1
VO2802;00BD;02;108;0;0;0;0
VO2802;01OE;27;321;4;3;0;1
VO2802;01OE;28;373;0;0;0;0
VO2802;01OE;30;382;3;2;0;1
VO2802;02LG;00;435;5;1;0;4
VO2802;02LG;06;493;3;1;0;2
VO2802;04DF;00;1937;8;5;0;3
VO2802;04DF;01;428;1;1;0;0
VO2802;05TA;00;1066;3;2;0;1
VO2802;10AN;00;906;0;0;0;0
VO2802;10AN;03;1011;10;8;0;2
VO2802;10AN;04;427;0;0;0;0
VO2802;13WH;00;1539;4;2;0;2
VO2802;14SF;00;491;4;3;0;1
VO2802;14SF;01;1501;3;1;0;2
VO2802;14SF;03;485;0;0;0;0
VO2802;15BH;00;714;1;0;0;1
VO2802;15BH;01;1312;4;1;0;3
VO2802;15BH;04;363;1;0;0;1
VO2802;15BH;05;678;2;1;0;1
VO2802;15OM;00;978;3;2;0;1
VO2802;15OM;01;514;4;2;0;2
VO2802;20AI;00;749;1;0;0;1
VO2803;00UZ;00;1510;5;0;0;5
VO2803;00UZ;04;1085;11;10;0;1
VO2803;01OE;33;440;4;4;0;0
VO2803;02KB;00;744;2;2;0;0
VO2803;02KB;01;1596;3;3;0;0
VO2803;02VD;05;295;0;0;0;0
VO2803;14TD;00;1283;3;1;0;2
VO2803;23KU;00;904;3;0;0;3
VO2803;25GD;00;691;7;4;0;3
VO2803;25GD;01;1173;6;5;0;1
VO2804;01OE;11;369;2;2;0;0
VO2804;01OE;12;669;4;2;0;2
VO2804;02CI;00;1130;3;1;0;2
VO2804;02CI;01;590;10;6;0;4
VO2804;02CI;02;780;4;3;0;1
VO2804;20KZ;00;773;0;0;0;0
VO2804;24PY;00;844;0;0;0;0
VO2804;24PY;02;500;8;3;0;5
VO2804;24PY;05;950;2;1;0;1
VO2805;02IC;00;394;4;3;0;1
VO2805;03RB;00;1468;1;1;0;0
VO2805;11UL;02;195;0;0;0;0
VO2805;15QW;00;1047;3;3;0;0
VO2806;00HI;00;1213;5;2;0;3
VO2806;00HI;03;444;9;7;1;1
VO2806;00TU;01;156;1;0;0;1
VO2806;00XK;00;881;0;0;0;0
VO2806;00XK;02;352;2;0;0;2
VO2806;00XK;03;715;1;1;0;0
VO2806;00XK;08;143;5;1;0;4
VO2806;01OE;06;303;6;5;0;1
VO2806;01OE;07;572;0;0;0;0
VO2806;01PU;00;741;12;3;0;9
VO2806;02DQ;00;732;0;0;0;0
VO2806;02DZ;06;525;7;3;0;4
VO2806;02GJ;00;849;3;1;0;2
VO2806;02GJ;01;181;0;0;0;0
VO2806;02GP;04;113;3;0;0;3
VO2806;02MU;00;1301;7;2;0;5
VO2806;02US;00;937;5;1;0;4
VO2806;02UT;00;758;10;2;0;8
VO2806;02VO;00;700;1;0;0;1
VO2806;14TA;00;804;2;0;0;2
VO2806;16TV;00;756;5;2;0;3
VO2806;17HR;00;556;10;4;0;6
VO2806;17HR;02;968;1;0;0;1
VO2806;17HR;05;526;10;5;0;5
VO2806;19ZP;00;643;2;2;0;0
VO2806;19ZP;03;286;1;0;0;1
VO2806;19ZP;04;272;13;11;0;2
VO2806;19ZP;05;448;5;3;0;2
VO2806;20CQ;00;1438;15;7;0;8
VO2806;20CQ;01;1358;2;0;0;2
VO2806;20LU;00;774;3;0;0;3
VO2806;20MA;00;1494;13;0;0;13
VO2806;20MA;01;785;4;4;0;0
VO2806;20MD;00;888;1;0;0;1
VO2806;20MF;00;992;3;0;0;3
VO2806;20MJ;00;835;45;2;4;39
VO2806;20MJ;02;381;4;4;0;0
VO2806;20MJ;04;66;0;0;0;0
VO2806;20MJ;05;219;13;0;0;13
VO2806;20MM;00;434;7;5;0;2
VO2806;20MM;01;1034;3;0;0;3
VO2806;20MM;06;442;2;2;0;0
VO2806;21GU;00;724;15;4;0;11
VO2806;21GU;04;287;3;2;0;1
VO2806;21GU;06;337;10;3;0;7
VO2806;21GU;07;950;5;2;1;2
VO2806;21GU;08;296;8;4;0;4
VO2807;00PJ;00;1830;2;0;0;2
VO2807;01MB;00;1804;1;0;0;1
VO2807;20BC;00;1138;3;2;0;1
VO2807;20BC;01;827;12;6;0;6
VO2807;25GA;00;1022;7;1;0;6
VO2807;25GA;01;1047;13;7;0;6
VO2808;14YD;03;835;5;4;0;1
VO2808;14YD;09;713;0;0;0;0
VO2808;21HC;00;1810;4;2;0;2
VO2808;21HC;01;396;7;7;0;0
VO2808;21HC;03;794;0;0;0;0
VO2808;21HC;04;422;2;0;0;2
VO2808;21HC;05;246;0;0;0;0
VO2808;21HC;08;169;1;0;0;1
VO2808;21HC;12;593;0;0;0;0
VO2809;01GX;00;1646;1;0;0;1
VO2809;01GX;02;534;5;3;0;2
VO2809;01GX;03;212;7;4;0;3
VO2809;02DZ;00;1838;5;0;0;5
VO2809;02DZ;02;578;4;3;0;1
VO2809;02DZ;03;1290;2;1;0;1
VO2809;02DZ;04;738;4;2;0;2
VO2809;20AB;00;823;9;2;0;7
VO2809;20AB;06;246;12;7;0;5
VO2810;00TU;00;1086;6;4;0;2
VO2810;01OE;02;215;2;1;0;1
VO2810;01OE;05;375;5;3;0;2
VO2810;02GS;00;989;2;0;0;2
VO2810;02LB;00;443;16;3;0;13
VO2810;02LB;01;175;2;0;0;2
VO2810;02LB;08;527;3;1;0;2
VO2810;02UG;00;604;2;0;0;2
VO2810;02VG;00;469;2;0;0;2
VO2810;02VG;03;187;1;1;0;0
VO2810;02VG;04;363;1;1;0;0
VO2810;02VG;05;273;3;3;0;0
VO2810;02VG;08;462;10;8;0;2
VO2810;02VG;10;161;9;0;0;9
VO2810;02VG;11;232;6;4;0;2
VO2810;02VG;14;314;2;1;0;1
VO2810;02VG;15;410;1;1;0;0
VO2810;02VG;17;145;2;2;0;0
VO2810;02VG;22;479;1;0;0;1
VO2810;02VG;25;196;3;2;0;1
VO2810;05EA;00;745;5;3;0;2
VO2810;05XJ;00;517;2;0;0;2
VO2810;08CU;00;1694;4;1;0;3
VO2810;08VU;00;1422;3;0;0;3
VO2810;08VU;02;471;1;1;0;0
VO2810;11UL;03;396;1;1;0;0
VO2810;14QT;00;657;0;0;0;0
VO2810;14WL;00;1038;4;2;0;2
VO2810;15EO;00;554;4;0;0;4
VO2810;15EO;01;747;0;0;0;0
VO2810;15HX;00;1016;10;2;0;8
VO2810;15HX;02;503;2;2;0;0
VO2810;15HX;03;382;0;0;0;0
VO2810;15KR;00;1110;1;0;0;1
VO2810;15KR;05;713;3;1;0;2
VO2810;15KR;06;835;2;0;0;2
VO2810;15KR;09;57;2;0;0;2
VO2810;15KR;10;524;2;0;0;2
VO2810;15KR;12;493;4;2;0;2
VO2810;15SC;00;1187;1;0;0;1
VO2810;15XV;00;1072;1;1;0;0
VO2810;15XV;01;464;2;2;0;0
VO2810;16PK;00;924;1;0;0;1
VO2810;16PK;04;409;3;2;0;1
VO2810;16PK;05;344;3;1;0;2
VO2810;16PK;07;405;2;1;0;1
VO2810;16PK;08;514;6;6;0;0
VO2810;16PK;09;1433;1;1;0;0
VO2810;16PK;10;400;4;3;0;1
VO2810;16TV;01;777;6;3;0;3
VO2810;17CR;00;478;9;5;0;4
VO2810;17KY;00;745;6;4;0;2
VO2810;17YF;00;837;10;3;0;7
VO2810;17YF;02;205;2;2;0;0
VO2810;18CH;00;1076;2;1;0;1
VO2810;18CH;02;348;6;6;0;0
VO2810;18CH;03;317;1;0;0;1
VO2810;18CH;04;353;4;4;0;0
VO2810;18CH;06;515;3;3;0;0
VO2810;18CH;07;1043;2;0;0;2
VO2810;18CH;09;258;5;3;0;2
VO2810;18CH;10;341;5;4;0;1
VO2810;18CH;12;475;2;2;0;0
VO2810;18CH;13;155;0;0;0;0
VO2810;18CH;15;82;0;0;0;0
VO2810;18TR;00;988;7;5;0;2
VO2810;18TR;01;641;6;4;0;2
VO2810;18TR;07;1641;2;1;0;1
VO2810;18TR;11;236;2;0;0;2
VO2810;19GY;00;1680;13;5;1;7
VO2810;19GY;04;266;2;0;0;2
VO2810;19GY;05;300;1;1;0;0
VO2810;19GY;06;419;2;0;0;2
VO2810;20AM;00;1649;6;5;0;1
VO2810;20BH;00;541;2;0;0;2
VO2810;20BH;01;524;9;6;0;3
VO2810;20BH;02;1;0;0;0;0
VO2810;20FR;04;474;3;1;0;2
VO2810;23JA;01;514;3;2;0;1
VO2810;23YU;00;256;2;2;0;0
VO2810;23YU;01;308;5;4;0;1
VO2810;23YU;02;531;2;1;0;1
VO2810;23YU;08;239;1;1;0;0
VO2810;27RW;00;462;3;2;0;1
VO2810;30WH;00;218;4;1;0;3
VO2810;30WH;01;306;7;4;0;3
VO2811;00JR;00;1447;3;0;0;3
VO2811;00VR;00;880;2;1;0;1
VO2811;14YD;06;517;1;1;0;0
VO2811;16EI;00;487;2;0;0;2
VO2811;17WQ;00;1437;6;1;0;5
VO2811;17WQ;05;826;6;5;0;1
VO2811;17WQ;06;855;3;1;0;2
VO2811;17WQ;08;698;2;2;0;0
VO2811;17WQ;11;298;1;0;0;1
VO2811;19KM;00;473;6;3;0;3
VO2811;20CJ;00;541;3;0;0;3
VO2811;20CJ;04;422;4;1;0;3
VO2811;20CJ;10;117;5;0;0;5
VO2811;20CJ;11;312;0;0;0;0
VO2811;20DC;00;656;1;0;0;1
VO2812;01OE;13;347;2;2;0;0
VO2812;11ZH;00;1337;4;2;0;2
VO2812;12RB;00;1363;5;4;0;1
VO2812;19DH;00;1544;3;1;0;2
VO2812;20FR;00;958;2;2;0;0
VO2812;20FR;02;970;3;2;0;1
VO2812;20FR;03;890;9;7;0;2
VO2812;20FR;06;1513;1;0;0;1
VO2812;20FR;07;155;0;0;0;0
VO2812;20FR;08;268;0;0;0;0
VO2812;23AP;00;292;2;2;0;0
VO2812;23YU;04;378;2;2;0;0
VO2813;06WY;00;322;0;0;0;0
VO2813;14RR;00;1539;2;2;0;0
VO2813;14RR;01;379;6;4;0;2
VO2813;16QA;00;1229;3;2;0;1
VO2813;16QA;01;964;4;3;1;0
VO2813;16QA;03;124;3;2;0;1
VO2813;18TR;02;1056;1;0;0;1
VO2813;18TR;03;368;4;2;0;2
VO2813;20AE;00;1255;2;2;0;0
VO2814;00YH;00;502;1;0;0;1
VO2814;00YH;01;291;1;1;0;0
VO2814;00YH;02;578;1;1;0;0
VO2814;00YH;03;1255;5;0;0;5
VO2814;00YH;05;691;3;2;0;1
VO2814;00YH;06;266;1;1;0;0
VO2814;01OE;04;238;1;1;0;0
VO2814;01OE;32;476;3;3;0;0
VO2814;02XS;00;1424;5;4;0;1
VO2814;17XU;00;1007;2;1;0;1
VO2814;17XU;01;261;1;0;0;1
VO2814;19ZU;00;727;1;0;0;1
VO2814;20AE;01;208;0;0;0;0
VO2814;24TP;00;926;2;0;0;2
VO2814;24TP;02;494;3;2;0;1
VO2901;03XS;00;1218;4;2;0;2
VO2901;03XS;03;243;3;2;0;1
VO2901;03XS;07;760;13;5;0;8
VO2901;16YC;00;1099;6;2;0;4
VO2901;20CP;00;983;12;6;0;6
VO2901;20CP;04;1418;3;2;0;1
VO2902;05OH;00;575;0;0;0;0
VO2902;05OH;03;1221;5;1;0;4
VO2902;05OH;07;462;8;5;0;3
VO2902;11UL;01;276;2;2;0;0
VO2902;13OR;00;1618;6;3;0;3
VO2902;13OR;01;501;7;5;0;2
VO2902;13OR;03;1063;5;2;0;3
VO2902;29ZT;00;348;0;0;0;0
VO2903;00AQ;00;1045;12;7;0;5
VO2903;00LY;00;1440;2;2;0;0
VO2903;16JO;00;1073;8;2;0;6
VO2903;25FX;00;840;1;1;0;0
VO2903;25FX;01;594;10;9;0;1
VO2903;26JV;00;1;0;0;0;0
VO3001;21CY;07;285;1;1;0;0
VO3001;02FY;00;719;1;0;0;1
VO3001;02FY;01;468;7;6;0;1
VO3001;02FY;02;489;2;2;0;0
VO3001;02FY;04;335;2;2;0;0
VO3001;02HI;00;426;7;7;0;0
VO3001;02HI;06;128;4;3;0;1
VO3001;02HI;08;50;6;0;0;6
VO3001;10LU;00;2731;9;1;0;8
VO3001;14SW;00;1157;2;0;0;2
VO3001;16QN;00;425;1;0;0;1
VO3002;06XL;00;1350;9;7;0;2
VO3002;19EN;00;1191;5;0;0;5
VO3002;19EN;02;264;3;3;0;0
VO3002;20ZK;00;353;4;4;0;0
VO3002;20ZK;02;1052;4;0;0;4
VO3002;20ZK;03;195;1;0;0;1
VO3002;20ZK;04;1289;0;0;0;0
VO3002;20ZK;05;1;0;0;0;0
VO3002;20ZK;11;354;1;1;0;0
VO3002;21CY;03;424;2;1;0;1
VO3002;30EU;00;1110;4;3;0;1
VO3003;00KV;00;2034;0;0;0;0
VO3003;00KV;01;449;0;0;0;0
VO3003;01IW;00;1596;3;3;0;0
VO3003;01IW;03;755;0;0;0;0
VO3003;02GF;00;1421;2;0;0;2
VO3003;02QO;00;768;0;0;0;0
VO3003;03AM;00;887;0;0;0;0
VO3003;04YX;00;748;4;3;0;1
VO3003;04YX;02;335;3;3;0;0
VO3003;14SZ;00;1368;4;1;0;3
VO3003;16QH;00;496;4;2;0;2
VO3003;16QH;01;1189;4;0;0;4
VO3003;16RF;00;1465;2;0;0;2
VO3003;19XV;00;376;2;0;0;2
VO3003;19XV;01;762;12;5;1;6
VO3003;19XV;02;389;10;8;0;2
VO3003;21CY;02;489;3;3;0;0
VO3003;21GZ;06;341;6;5;0;1
VO3003;25GC;00;1080;2;2;0;0
VO3003;25GC;01;753;9;8;0;1
VO3003;25GC;02;1376;2;1;0;1
VO3003;25GC;03;296;1;0;0;1
VO3003;25GC;08;215;0;0;0;0
VO3003;25GC;09;433;5;2;0;3
VO3003;25GC;10;270;0;0;0;0
VO3003;25LX;33;881;11;8;0;3
VO3003;25LX;41;803;3;2;0;1
VO3003;25LX;48;69;3;0;0;3
VO3003;28DB;00;132;1;0;0;1
VO3004;02IS;00;396;18;11;0;7
VO3004;02IS;01;398;3;0;0;3
VO3004;09VG;00;318;6;4;0;2
VO3004;16MQ;00;1766;9;4;0;5
VO3004;16OX;00;1562;7;6;0;1
VO3004;16OX;01;662;0;0;0;0
VO3004;16OX;02;640;0;0;0;0
VO3004;16OX;03;436;2;1;0;1
VO3004;16OX;04;549;0;0;0;0
VO3004;16OX;10;329;2;1;0;1
VO3004;16OX;11;191;0;0;0;0
VO3004;18XU;00;2500;4;0;0;4
VO3004;18XU;01;382;3;1;0;2
VO3004;20BQ;00;1544;2;1;0;1
VO3004;20GD;00;223;5;5;0;0
VO3004;20GD;01;230;3;1;0;2
VO3004;21EX;00;1411;3;0;0;3
VO3004;21EX;01;54;0;0;0;0
VO3004;21FV;00;1081;1;0;0;1
VO3004;21GZ;00;1376;2;1;0;1
VO3004;25LV;00;997;4;3;0;1
VO3005;01GV;00;424;4;2;0;2
VO3005;02QT;00;1731;8;2;0;6
VO3005;04GU;00;2027;5;3;0;2
VO3005;04GU;03;391;1;1;0;0
VO3005;04XU;00;643;6;5;1;0
VO3005;05PL;00;1626;4;1;0;3
VO3005;07MU;00;1428;5;3;0;2
VO3005;16RB;00;1315;2;1;0;1
VO3005;17AY;00;1373;5;2;0;3
VO3005;17AY;04;414;5;3;0;2
VO3005;17JY;00;777;0;0;0;0
VO3005;17KF;00;396;4;3;0;1
VO3005;17KF;02;466;3;1;0;2
VO3005;20AJ;00;793;0;0;0;0
VO3005;20ST;00;2351;4;3;0;1
VO3005;20SY;00;1090;3;0;0;3
VO3005;23FY;00;371;11;1;0;10
VO3005;26CC;08;637;9;4;0;5
VO3005;26MZ;00;3;0;0;0;0
VO3006;23FX;00;955;3;1;0;2
VO3006;02DW;00;686;0;0;0;0
VO3006;04SU;00;1589;1;0;0;1
VO3006;04SU;02;1377;5;4;0;1
VO3006;06HF;00;1457;0;0;0;0
VO3006;06HF;02;1550;9;5;0;4
VO3006;19XH;00;1576;2;0;0;2
VO3006;19XH;01;842;1;1;0;0
VO3006;19XH;02;191;0;0;0;0
VO3006;19XH;03;476;0;0;0;0
VO3006;19XH;04;1250;10;6;0;4
VO3006;19XH;07;206;4;4;0;0
VO3006;20WI;00;1844;2;0;0;2
VO3007;00CB;02;540;3;1;0;2
VO3007;01FY;00;1024;3;0;0;3
VO3007;02TC;00;1107;4;0;0;4
VO3007;02TC;03;529;11;4;0;7
VO3007;02TC;04;856;9;4;0;5
VO3007;03KN;00;2037;9;6;2;1
VO3007;15BS;00;2299;3;2;0;1
VO3007;16RT;00;1868;3;0;0;3
VO3007;16RT;01;1129;5;5;0;0
VO3007;18XR;00;1319;3;2;0;1
VO3007;20AT;00;1435;10;2;0;8
VO3007;20AT;01;347;2;2;0;0
VO3007;20AT;03;264;8;7;0;1
VO3007;20AT;04;245;4;0;0;4
VO3007;20AT;07;129;2;0;0;2
VO3007;20BK;00;1564;8;5;0;3
VO3007;20BK;01;788;13;5;0;8
VO3007;20GA;00;1203;6;2;0;4
VO3007;20IB;00;1663;6;2;0;4
VO3007;20IB;03;737;6;3;0;3
VO3007;21GV;00;2460;15;8;0;7
VO3007;25KX;00;1116;5;0;0;5
VO3007;25LV;19;736;7;3;0;4
VO3007;25MB;00;644;56;16;0;40
VO3007;26CC;13;308;2;2;0;0
VO3007;27ZF;00;799;0;0;0;0
VO3007;30BC;00;439;1;1;0;0
VO3008;00NE;00;564;1;1;0;0
VO3008;00NE;02;35;1;0;0;1
VO3008;01XL;00;1624;2;0;0;2
VO3008;02QP;00;448;3;0;0;3
VO3008;13PE;00;1099;0;0;0;0
VO3008;13PE;01;867;7;6;0;1
VO3008;14LF;00;1175;6;3;0;3
VO3008;17VP;00;1053;2;0;0;2
VO3008;17VP;01;581;0;0;0;0
VO3008;17VP;02;696;2;1;0;1
VO3008;20JX;00;418;5;5;0;0
VO3008;20JX;02;1179;1;1;0;0
VO3008;20JX;04;1779;3;0;0;3
VO3008;20JX;06;260;3;0;0;3
VO3008;25MG;00;1239;2;1;0;1
VO3008;25MG;02;932;4;2;0;2
VO3008;25MG;03;448;0;0;0;0
VO3009;01GH;00;1515;4;2;0;2
VO3009;01GH;01;642;4;4;0;0
VO3009;01GH;04;18;1;0;0;1
VO3009;05AX;00;1044;6;4;0;2
VO3009;16VK;00;1124;3;1;0;2
VO3009;16VK;01;307;5;5;0;0
VO3009;16VK;02;646;4;2;0;2
VO3009;16VK;03;1228;4;4;0;0
VO3009;21CY;05;771;3;2;0;1
VO3101;01GN;00;2435;8;2;0;6
VO3101;16XD;00;1744;4;2;0;2
VO3101;19HR;00;1756;11;6;0;5
VO3101;20LL;00;1344;2;1;0;1
VO3101;20LL;02;478;4;3;0;1
VO3101;21CS;01;477;2;1;0;1
VO3101;25FY;00;2287;12;8;0;4
VO3101;25GF;00;2170;12;6;1;5
VO3102;03XF;00;1165;3;0;0;3
VO3102;03XF;03;581;1;0;0;1
VO3102;03XF;04;441;10;7;0;3
VO3102;03XF;05;77;14;0;0;14
VO3102;14PS;00;1586;5;2;0;3
VO3102;14PS;02;259;3;2;0;1
VO3102;14PS;03;323;0;0;0;0
VO3102;16PE;00;922;1;0;0;1
VO3102;16PE;01;665;2;1;0;1
VO3102;17GT;00;1600;3;1;0;2
VO3102;17GT;02;726;6;6;0;0
VO3102;21CS;02;414;7;6;0;1
VO3103;02ZR;00;1278;5;1;0;4
VO3103;02ZR;02;248;4;0;0;4
VO3103;02ZR;03;153;6;6;0;0
VO3103;18DD;00;1616;2;1;0;1
VO3103;18DD;02;429;7;4;0;3
VO3103;21CS;05;336;2;2;0;0
VO3104;01MO;00;1053;1;0;0;1
VO3104;02IB;00;273;10;3;0;7
VO3104;02IB;02;302;3;1;0;2
VO3104;02IB;03;98;1;0;0;1
VO3104;02MY;00;164;3;2;0;1
VO3104;02MY;01;280;2;0;0;2
VO3104;02MY;02;84;1;0;0;1
VO3104;04DS;00;525;1;0;0;1
VO3104;07BQ;00;1199;5;3;0;2
VO3104;18DE;00;277;0;0;0;0
VO3104;19PV;00;2117;10;5;0;5
VO3104;20KA;00;1436;5;2;0;3
VO3105;01GL;00;1588;6;0;0;6
VO3105;20IS;00;1305;1;1;0;0
VO3105;20IS;04;480;3;1;0;2
VO3105;20IS;06;8;0;0;0;0
VO3105;27VG;00;1508;3;1;0;2
VO3105;27VG;01;725;7;5;0;2
VO3105;27ZH;00;718;17;9;0;8
VO3105;27ZH;02;1124;3;0;0;3
VO3105;27ZJ;00;436;3;1;0;2
VO3105;27ZJ;01;585;14;6;0;8
VO3105;27ZJ;02;749;2;0;0;2
VO3106;02DF;00;1131;6;2;0;4
VO3106;02ZC;00;334;0;0;0;0
VO3106;05FJ;00;433;4;0;0;4
VO3106;05FJ;01;489;2;1;0;1
VO3106;05FJ;10;464;9;0;0;9
VO3106;16SL;00;1295;3;0;0;3
VO3106;16VM;00;470;1;1;0;0
VO3106;16VM;04;178;1;0;0;1
VO3106;17JB;00;1376;3;0;0;3
VO3106;17JB;01;687;5;4;0;1
VO3106;17JB;02;439;5;1;0;4
VO3106;17JB;05;52;1;1;0;0
VO3106;18DO;00;632;4;1;0;3
VO3106;19HV;00;579;1;0;0;1
VO3106;19QC;00;625;2;0;0;2
VO3106;19XS;00;1376;4;3;0;1
VO3106;21CS;03;541;4;2;0;2
