BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;1;1;0;1;0
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;1;1;0;3;0;1
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;3;2;2;1;2;3
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;0;1;5;1;1;2
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;1;1
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;3;2;2;4;1;2
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;1;3;0;3;0;5
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;3;1;2;4;3;0
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;0;3;2;3;2;1
00AQ;00;Zwin College SGM;OOSTBURG;Zeeland;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;0;2
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0013;Ljvb op VMBO-Th/Gm Lw;16;16;33;23;0;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;5;6;3;0;0;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;19;13;11;14;0;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0041;Lj LWOO vb op Bbg Lw;0;0;6;4;0;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0043;Lj LWOO vb op Kbg Lw;0;0;2;2;0;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;16;15;9;10;0;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;3;6;2;8;0;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;19;25;18;27;0;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;0;5;1;6;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;16;19;19;20;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;6;10;5;28;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;4;1;2;2;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;5;2;1;1;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;2;1;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;6;8;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;3;5;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;13;23;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO BL lj 3-4;Techniek;Bouwen, wonen en interieur;6011;VMBO BB Bouwen, wonen en interieur;0;0;0;0;1;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO BL lj 3-4;Techniek;Bouwen, wonen en interieur;6055;LWOO BB Bouwen, wonen en interieur;0;0;0;0;1;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;2;0;2;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6155;LWOO BB Produceren, installeren en energie;0;0;0;0;0;0;2;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;3;2;1;2;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;0;5;2;3;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO KL lj 3-4;Techniek;Bouwen, wonen en interieur;6021;VMBO KB Bouwen, wonen en interieur;0;0;0;0;1;1;2;1;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;9;0;15;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6165;LWOO KB Produceren, installeren en energie;0;0;0;0;2;0;0;0;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;13;19;8;12;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;0;5;0;2;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;31;31;19;13;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;18;3;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;3;20;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;0;1;0;0;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;0;1;1;0;1
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;0;0;0;0;1
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;5;2;5;2;4;3
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;1;1;0;0;2;1
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;4;1;0;0;1
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;1;0;1
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;1;3;5;5;0;1
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;1;7;0;0;2;1
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;6;1;5;4;0;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;2;1;0;0;1;0
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;1;1;0;0;3;7
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;1;2;2;2
00BD;00;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;1
00BD;02;Coenecoop College;BOSKOOP;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;21;9;5;11;0;0;0;0;0;0;0;0
00BD;02;Coenecoop College;BOSKOOP;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;17;26;10;10;0;0;0;0;0;0;0;0
00BD;02;Coenecoop College;BOSKOOP;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;2;7;0;0;0;0;0;0
00BD;02;Coenecoop College;BOSKOOP;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;6;8;0;0;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;0016;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;58;90;59;94;0;0;0;0;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;Brugjaar 1-2;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;1;6;0;0;0;0;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;8;18;4;7;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;14;9;7;12;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;7;17;0;9;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;11;9;5;7;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;1;1;3;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;1;2;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;21;38;0;0;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;14;34;0;0;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;12;22;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VMBO TL lj 3-4;Economie;N.v.t.;2213;LWOO/Theor Lw-Profiel Economie;0;0;0;0;0;0;0;1;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;30;46;7;5;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VMBO TL lj 3-4;Techniek;N.v.t.;2211;LWOO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;2;10;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;1;0;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;4;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4050;LWOO VMBO-TL naar VAVO;0;0;0;0;0;0;0;1;0;0;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;4;1;4;0;0
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;7;12;7;7;8;10
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;1;10;1;5;1;1
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;5;5;7;7;4;5
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1
00CB;00;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;1
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0016;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;44;63;75;65;0;0;0;0;0;0;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;2;18;1;13;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;11;6;9;7;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;1;0;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;2;1;1;8;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;6;2;3;3;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;1;0;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;2;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO/VWO lj 3;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;0;0;0;0;50;86;0;0;0;0;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;18;20;0;0;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;10;24;0;0;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;2212;LWOO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;7;6;1;1;0;0;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;1;0;0;0;0
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;4;3;2;7;2;9
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;2;5;5;12;7;3
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;1;8;1;4;0;4
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;7;12;8;10;8;13
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;0;1
00CB;01;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;2;2
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N.v.t.;N.v.t.;0016;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;36;56;36;76;0;0;0;0;0;0;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;1;10;3;10;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;10;23;9;7;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;2;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;3;10;4;5;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;3;5;4;4;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;1;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;0;1;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;4;2;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;3;14;0;0;0;0;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;6;22;0;0;0;0;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;6;9;0;0;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;18;34;6;5;0;0;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;6;14;0;0;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;0;3;0;0;1
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;1;6;2;4;1;6
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;1;0;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;2;7;3;8;4;8
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;8;3;1;5;1;4
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;1;0;0;0;0
00CB;02;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1
