BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;6;11;3;8;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;8;0;2;1;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;0;1;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;6;8;0;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;12;19;0;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;1;1;0;2;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;Economie;Economie en ondernemen;6455;LWOO BB Economie en ondernemen;0;0;0;0;1;0;3;3;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;Techniek;Bouwen, wonen en interieur;6055;LWOO BB Bouwen, wonen en interieur;0;0;0;0;3;0;3;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;2;0;7;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6155;LWOO BB Produceren, installeren en energie;0;0;0;0;4;0;3;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;0;2;0;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;0;5;0;7;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;3;1;6;2;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;Economie;Economie en ondernemen;6465;LWOO KB Economie en ondernemen;0;0;0;0;1;0;2;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;Techniek;Bouwen, wonen en interieur;6021;VMBO KB Bouwen, wonen en interieur;0;0;0;0;9;1;4;1;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;Techniek;Bouwen, wonen en interieur;6065;LWOO KB Bouwen, wonen en interieur;0;0;0;0;2;0;2;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;10;0;8;1;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6165;LWOO KB Produceren, installeren en energie;0;0;0;0;2;0;2;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;1;8;0;3;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;0;2;0;1;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;0;0;3;4;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO TL lj 3-4;N.v.t.;N.v.t.;0474;MAVO/Theor Lw-Profielloos leerjaar 3;0;0;0;0;22;18;0;0;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;6;5;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO TL lj 3-4;Techniek;N.v.t.;2211;LWOO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;0;1;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;1;20;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;2212;LWOO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;0;2;0;0;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;0;0;3;0;0
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;2;0;0;3;2;4
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;4;5;1;4;1;8
18TR;00;OZHW;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;1;0;4;4;5;4
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0013;Ljvb op VMBO-Th/Gm Lw;14;20;13;11;0;0;0;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;0;1;0;1;0;0;0;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;6;7;15;6;0;0;0;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0041;Lj LWOO vb op Bbg Lw;13;12;18;11;0;0;0;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0043;Lj LWOO vb op Kbg Lw;15;21;19;16;0;0;0;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0044;Lj LWOO vb op Th/Gm Lw;2;4;1;3;0;0;0;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;11;3;10;8;0;0;0;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;3;5;0;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;0;0;1;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO BL lj 3-4;Economie;Economie en ondernemen;6455;LWOO BB Economie en ondernemen;0;0;0;0;0;0;2;1;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;6955;LWOO BB Dienstverlening en producten;0;0;0;0;8;0;2;1;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO BL lj 3-4;Techniek;Media, vormgeving en ICT;6311;VMBO BB Media, vormgeving en ICT;0;0;0;0;1;0;1;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO BL lj 3-4;Techniek;Media, vormgeving en ICT;6355;LWOO BB Media, vormgeving en ICT;0;0;0;0;3;0;6;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;1;5;4;8;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;2;0;10;2;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO KL lj 3-4;Economie;Economie en ondernemen;6465;LWOO KB Economie en ondernemen;0;0;0;0;1;4;0;1;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO KL lj 3-4;Intersect. programma;Dienstverlening en producten;6921;VMBO KB Dienstverlening en producten;0;0;0;0;10;0;8;1;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO KL lj 3-4;Intersect. programma;Dienstverlening en producten;6965;LWOO KB Dienstverlening en producten;0;0;0;0;7;6;3;3;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO KL lj 3-4;Techniek;Media, vormgeving en ICT;6321;VMBO KB Media, vormgeving en ICT;0;0;0;0;4;1;5;1;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO KL lj 3-4;Techniek;Media, vormgeving en ICT;6365;LWOO KB Media, vormgeving en ICT;0;0;0;0;8;1;7;1;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;0;5;2;15;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;1;19;5;18;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;10;16;11;6;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO TL lj 3-4;Economie;N.v.t.;2213;LWOO/Theor Lw-Profiel Economie;0;0;0;0;1;3;2;2;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;3;0;6;3;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO TL lj 3-4;Landbouw;N.v.t.;2214;LWOO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;1;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;11;1;6;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO TL lj 3-4;Techniek;N.v.t.;2211;LWOO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;4;0;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;2;4;5;12;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;2212;LWOO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;1;5;0;0;0;0
18TR;01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;Zuid-Holland;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;1;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;18;28;25;21;0;0;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0013;Ljvb op VMBO-Th/Gm Lw;16;24;33;29;0;0;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;40;31;62;33;0;0;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0044;Lj LWOO vb op Th/Gm Lw;2;0;0;0;0;0;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;12;11;0;0;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;4;5;2;6;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;41;26;28;20;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;5;11;11;10;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;18;4;4;3;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;1;1;1;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;2;5;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;43;32;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;4;1;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;38;24;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;20;8;20;26;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VMBO TL lj 3-4;Economie;N.v.t.;2213;LWOO/Theor Lw-Profiel Economie;0;0;0;0;1;0;0;0;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;7;5;22;1;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;4;23;3;9;0;0;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;4;0;7;1;3
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;1;0;1;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;3;10;7;7;9;2
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;0;0;0;0;2;3
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;1;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;25;17;7;11;5;9
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;0;1;1;1;0;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;6;6;16;10;19;3
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;1;1;2;3;1;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;0;1
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;1;0;0;0;2;0
18TR;02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;Zuid-Holland;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;5;3
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;7;7;11;4;0;0;0;0;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;9;13;22;13;0;0;0;0;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0041;Lj LWOO vb op Bbg Lw;13;12;10;2;0;0;0;0;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0043;Lj LWOO vb op Kbg Lw;5;2;6;10;0;0;0;0;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;1;2;2;2;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;VMBO BL lj 3-4;Economie;Economie en ondernemen;6455;LWOO BB Economie en ondernemen;0;0;0;0;2;0;1;0;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;1;3;4;6;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;1;5;1;2;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;11;4;13;6;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;VMBO KL lj 3-4;Economie;Economie en ondernemen;6465;LWOO KB Economie en ondernemen;0;0;0;0;4;2;4;2;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;3;11;4;37;0;0;0;0
18TR;03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;Zuid-Holland;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;1;7;4;7;0;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;52;69;0;0;0;0;0;0;0;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0013;Ljvb op VMBO-Th/Gm Lw;0;0;46;45;0;0;0;0;0;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;88;69;0;0;0;0;0;0;0;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;52;35;60;51;0;0;0;0;0;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;7;18;9;16;0;0;0;0;0;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;79;67;0;0;0;0;0;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;0;12;3;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;37;37;20;25;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;2;0;2;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;4;12;7;10;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;24;5;16;5;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;12;17;10;8;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;1;0;0;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;4;5;0;0
18TR;07;OZHW loc. Dalton Barendrecht;BARENDRECHT;Zuid-Holland;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;47;65;0;0;0;0;0;0
