SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1019;maat;maatschappijleer;;0;0;85;7,4;0;,0;0;,0;0;,0;7,5;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;44;44;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;41;41;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1021;ges;geschiedenis;;0;0;32;6,5;32;6,5;32;6,7;32;6,7;6,6;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1022;econ;economie;;0;0;47;6,5;47;6,5;47;6,4;47;6,4;6,5;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1023;nat;natuurkunde;;0;0;53;6,9;53;6,9;53;6,8;53;6,8;6,9;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1024;wisA;wiskunde A;;0;0;36;6,5;36;6,5;36;6,8;36;6,8;6,6;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1025;wisB;wiskunde B;;0;0;54;7,0;54;7,0;54;7,8;54;7,8;7,4;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1027;wisD;wiskunde D;;0;0;7;7,0;0;,0;0;,0;0;,0;7,3;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1028;schk;scheikunde;;0;0;58;6,6;58;6,6;58;6,7;58;6,7;6,7;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;10;7,4;10;7,4;10;7,3;10;7,3;7,5;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1031;kumu;kunst (muziek);;0;0;11;7,2;11;7,2;11;7,0;11;7,0;7,2;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1035;nlt;natuur, leven en technologie;;0;0;24;8,0;0;,0;0;,0;0;,0;8,0;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;18;7,5;0;,0;0;,0;0;,0;7,7;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;85;7,0;0;,0;0;,0;0;,0;7,1;,0
2018;02TZ;00;RK SGM St Michaelcollege;0479;ZAANSTAD;ZAANDAM;Noord-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,5
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;0131;ak;aardrijkskunde;;0;0;25;6,2;25;6,2;25;6,5;25;6,5;6,4;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;0161;in;informatica;;0;0;29;7,6;0;,0;0;,0;0;,0;7,7;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;0251;m&o;management en organisatie;;0;0;28;6,1;28;6,1;28;6,3;28;6,3;6,1;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;0270;te;tekenen;;0;0;19;6,7;19;6,7;19;6,6;19;6,6;6,7;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;0301;anw;algemene natuurwetenschappen;;0;0;96;6,9;0;,0;0;,0;0;,0;7,0;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;V;104;104;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;104;6,5;104;6,5;104;6,1;104;6,1;6,4;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;104;6,5;104;6,5;104;6,6;104;6,6;6,6;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;57;6,7;57;6,7;57;6,8;57;6,8;6,7;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;47;6,5;47;6,5;47;5,9;47;5,9;6,2;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1012;s-e;Spaanse taal en literatuur (elementair);;0;0;23;6,9;0;,0;0;,0;0;,0;7,0;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1018;biol;biologie;;0;0;56;6,3;56;6,3;56;6,1;56;6,1;6,3;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1019;maat;maatschappijleer;;0;0;96;6,9;0;,0;0;,0;0;,0;7,0;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;36;36;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;37;37;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1021;ges;geschiedenis;;0;0;51;6,4;51;6,4;51;6,4;51;6,4;6,5;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1022;econ;economie;;0;0;59;5,9;59;5,9;59;6,3;59;6,3;6,1;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1023;nat;natuurkunde;;0;0;65;6,4;65;6,4;65;6,5;65;6,5;6,4;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1024;wisA;wiskunde A;;0;0;49;6,5;49;6,5;49;7,2;49;7,2;6,9;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1025;wisB;wiskunde B;;0;0;53;6,6;53;6,6;53;6,9;53;6,9;6,9;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1026;wisC;wiskunde C;;0;0;2;6,6;2;6,6;2;6,6;2;6,6;7,0;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1028;schk;scheikunde;;0;0;57;6,2;57;6,2;57;6,4;57;6,4;6,3;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1110;ltc;Latijnse taal en cultuur;;0;0;18;6,6;18;6,6;18;7,4;18;7,4;6,9;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1111;gtc;Griekse taal en cultuur;;0;0;6;6,4;6;6,4;6;7,1;6;7,1;6,8;,0
2018;02UB;00;St Vituscollege;1942;GOOISE MEREN;BUSSUM;Noord-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,2
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;0131;ak;aardrijkskunde;;0;0;61;7,0;61;7,0;61;6,9;61;6,9;6,9;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;0161;in;informatica;;0;0;91;7,4;0;,0;0;,0;0;,0;7,4;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;0251;m&o;management en organisatie;;0;0;70;6,6;70;6,6;70;6,5;70;6,5;6,6;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;0311;fi;filosofie;;0;0;11;7,1;11;7,1;11;6,8;11;6,8;7,0;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;G;168;168;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;0353;lo;lichamelijke opvoeding;V;41;41;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;209;6,8;209;6,8;209;6,2;209;6,2;6,6;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;209;7,3;209;7,3;209;7,1;209;7,1;7,2;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;99;6,9;99;6,9;99;7,0;99;7,0;7,0;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;58;6,7;58;6,7;58;6,7;58;6,7;6,7;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1005;sptl;Spaanse taal en literatuur;;0;0;64;6,6;64;6,6;64;6,8;64;6,8;6,8;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1018;biol;biologie;;0;0;83;6,8;83;6,8;83;6,2;83;6,2;6,5;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1019;maat;maatschappijleer;;0;0;206;7,2;0;,0;0;,0;0;,0;7,2;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;46;46;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;154;154;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1021;ges;geschiedenis;;0;0;109;6,6;109;6,6;109;6,3;109;6,3;6,5;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1022;econ;economie;;0;0;120;6,6;120;6,6;120;6,6;120;6,6;6,6;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1023;nat;natuurkunde;;0;0;123;6,7;123;6,7;123;6,7;123;6,7;6,7;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1024;wisA;wiskunde A;;0;0;65;6,7;65;6,7;65;7,0;65;7,0;6,9;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1025;wisB;wiskunde B;;0;0;141;7,0;141;7,0;141;7,3;141;7,3;7,2;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1026;wisC;wiskunde C;;0;0;6;7,4;6;7,4;6;6,8;6;6,8;7,3;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1027;wisD;wiskunde D;;0;0;25;7,8;0;,0;0;,0;0;,0;7,8;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1028;schk;scheikunde;;0;0;116;6,6;116;6,6;116;6,8;116;6,8;6,7;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;21;7,5;15;7,4;15;6,1;15;6,1;7,0;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1032;kudr;kunst (drama);;0;0;26;7,3;23;7,4;23;5,8;23;5,8;6,7;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1050;lakc;Latijnse taal en literatuur met kcv;;0;0;6;6,7;6;6,7;6;7,1;6;7,1;7,0;,0
2018;02UC;00;Atheneum Coll Hageveld;0397;HEEMSTEDE;HEEMSTEDE;Noord-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,2
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;0131;ak;aardrijkskunde;;0;0;54;6,6;54;6,6;54;6,7;54;6,7;6,7;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;0251;m&o;management en organisatie;;0;0;66;6,3;66;6,3;66;5,9;66;5,9;6,2;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;0311;fi;filosofie;;0;0;28;6,4;28;6,4;28;5,9;28;5,9;6,1;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;0353;lo;lichamelijke opvoeding;G;76;76;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;0353;lo;lichamelijke opvoeding;V;105;105;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;184;6,7;184;6,7;184;6,3;184;6,3;6,6;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1002;entl;Engelse taal en literatuur;;0;0;184;7,0;184;7,0;184;7,2;184;7,2;7,1;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1003;fatl;Franse taal en literatuur;;0;0;96;6,6;96;6,6;96;6,8;96;6,8;6,7;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1004;dutl;Duitse taal en literatuur;;0;0;77;6,2;77;6,2;77;6,2;77;6,2;6,2;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1018;biol;biologie;;0;0;102;6,7;102;6,7;102;6,1;102;6,1;6,4;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1019;maat;maatschappijleer;;0;0;173;6,9;0;,0;0;,0;0;,0;6,9;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1020;ckv;culturele en kunstzinnige vorming;G;32;32;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1020;ckv;culturele en kunstzinnige vorming;V;91;91;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1021;ges;geschiedenis;;0;0;105;6,9;105;6,9;105;6,5;105;6,5;6,7;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1022;econ;economie;;0;0;103;6,3;103;6,3;103;6,2;103;6,2;6,3;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1023;nat;natuurkunde;;0;0;92;6,5;92;6,5;92;6,7;92;6,7;6,6;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1024;wisA;wiskunde A;;0;0;99;6,4;99;6,4;99;6,9;99;6,9;6,7;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1025;wisB;wiskunde B;;0;0;75;6,7;75;6,7;75;7,2;75;7,2;7,0;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1026;wisC;wiskunde C;;0;0;10;6,6;10;6,6;10;6,5;10;6,5;6,6;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1027;wisD;wiskunde D;;0;0;9;7,4;0;,0;0;,0;0;,0;7,7;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1028;schk;scheikunde;;0;0;100;6,6;100;6,6;100;6,7;100;6,7;6,6;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;12;7,6;12;7,6;12;6,9;12;6,9;7,4;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1031;kumu;kunst (muziek);;0;0;19;7,0;19;7,0;19;6,0;19;6,0;6,5;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1034;maw;maatschappijwetenschappen;;0;0;1;7,1;1;7,1;1;6,2;1;6,2;7,0;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1035;nlt;natuur, leven en technologie;;0;0;28;6,6;0;,0;0;,0;0;,0;6,8;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1110;ltc;Latijnse taal en cultuur;;0;0;37;7,0;37;7,0;37;6,7;37;6,7;6,9;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1111;gtc;Griekse taal en cultuur;;0;0;13;6,7;13;6,7;13;6,5;13;6,5;6,7;,0
2018;02UE;00;SGM St Bonifatius Coll;0344;UTRECHT;UTRECHT;Utrecht;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,2
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0131;ak;aardrijkskunde;;0;0;23;6,5;23;6,5;23;6,6;23;6,6;6,5;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0161;in;informatica;;0;0;21;7,6;0;,0;0;,0;0;,0;7,8;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0251;m&o;management en organisatie;;0;0;11;6,1;11;6,1;11;5,1;11;5,1;5,6;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0270;te;tekenen;;0;0;8;6,3;8;6,3;8;7,0;8;7,0;6,5;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;G;31;31;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;V;9;9;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;40;6,4;40;6,4;40;5,4;40;5,4;5,9;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;40;6,9;40;6,9;40;6,6;40;6,6;6,8;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;13;6,0;13;6,0;13;5,9;13;5,9;5,8;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;22;5,9;22;5,9;22;6,1;22;6,1;5,9;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1018;biol;biologie;;0;0;14;6,1;14;6,1;14;5,9;14;5,9;6,0;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1019;maat;maatschappijleer;;0;0;40;7,4;0;,0;0;,0;0;,0;7,4;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;16;16;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;16;16;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1021;ges;geschiedenis;;0;0;19;6,6;19;6,6;19;6,3;19;6,3;6,4;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1022;econ;economie;;0;0;24;6,4;24;6,4;24;5,1;24;5,1;5,8;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1023;nat;natuurkunde;;0;0;20;6,1;20;6,1;20;6,6;20;6,6;6,3;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1024;wisA;wiskunde A;;0;0;17;5,7;17;5,7;17;6,6;17;6,6;6,2;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1025;wisB;wiskunde B;;0;0;23;5,8;23;5,8;23;5,2;23;5,2;5,5;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1028;schk;scheikunde;;0;0;23;6,7;23;6,7;23;5,7;23;5,7;6,2;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1110;ltc;Latijnse taal en cultuur;;0;0;6;5,9;6;5,9;6;6,4;6;6,4;6,3;,0
2018;02UG;00;Laurens Lyceum;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,7
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;0131;ak;aardrijkskunde;;0;0;20;6,7;20;6,7;20;6,2;20;6,2;6,5;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;0161;in;informatica;;0;0;38;7,3;0;,0;0;,0;0;,0;7,3;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;0251;m&o;management en organisatie;;0;0;26;6,5;26;6,5;26;6,0;26;6,0;6,3;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;0260;mu;muziek;;0;0;2;6,9;2;6,9;2;6,6;2;6,6;6,5;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;0270;te;tekenen;;0;0;9;6,8;9;6,8;9;7,2;9;7,2;7,1;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;0353;lo;lichamelijke opvoeding;G;33;33;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;0353;lo;lichamelijke opvoeding;V;67;67;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;100;6,6;100;6,6;100;6,3;100;6,3;6,5;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;1002;entl;Engelse taal en literatuur;;0;0;100;7,0;100;7,0;100;7,4;100;7,4;7,2;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;1003;fatl;Franse taal en literatuur;;0;0;49;6,7;49;6,7;49;7,1;49;7,1;6,9;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;47;6,5;47;6,5;47;6,6;47;6,6;6,6;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;1012;s-e;Spaanse taal en literatuur (elementair);;0;0;14;7,2;0;,0;0;,0;0;,0;7,2;,0
2018;02UP;00;Marnix College;0228;EDE;EDE GLD;Gelderland;VWO;1018;biol;biologie;;0;0;55;6,6;55;6,6;55;6,4;55;6,4;6,5;,0
