SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2018;07BQ;00;HAVO Trevianum;1883;SITTARD-GELEEN;SITTARD;Limburg;HAVO;1025;wisB;wiskunde B;;0;0;57;6,6;57;6,6;57;7,6;57;7,6;7,1;,0
2018;07BQ;00;HAVO Trevianum;1883;SITTARD-GELEEN;SITTARD;Limburg;HAVO;1027;wisD;wiskunde D;;0;0;11;6,9;0;,0;0;,0;0;,0;7,0;,0
2018;07BQ;00;HAVO Trevianum;1883;SITTARD-GELEEN;SITTARD;Limburg;HAVO;1028;schk;scheikunde;;0;0;111;6,6;111;6,6;111;6,7;111;6,7;6,7;,0
2018;07BQ;00;HAVO Trevianum;1883;SITTARD-GELEEN;SITTARD;Limburg;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;32;7,1;32;7,1;32;6,6;32;6,6;7,0;,0
2018;07BQ;00;HAVO Trevianum;1883;SITTARD-GELEEN;SITTARD;Limburg;HAVO;1035;nlt;natuur, leven en technologie;;0;0;9;6,8;0;,0;0;,0;0;,0;6,9;,0
2018;07BQ;00;HAVO Trevianum;1883;SITTARD-GELEEN;SITTARD;Limburg;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;55;6,9;0;,0;0;,0;0;,0;7,0;,0
2018;07BQ;00;HAVO Trevianum;1883;SITTARD-GELEEN;SITTARD;Limburg;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,6
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;55;6,3;55;6,3;55;6,5;55;6,5;6,5;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;47;6,5;47;6,5;47;6,6;47;6,6;6,6;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;G;86;86;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;77;77;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;163;6,1;163;6,1;163;6,2;163;6,2;6,2;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;162;6,5;162;6,5;162;7,3;162;7,3;6,9;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;59;6,9;59;6,9;59;6,3;59;6,3;6,7;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;38;6,3;38;6,3;38;6,6;38;6,6;6,4;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;71;6,3;71;6,3;71;6,1;71;6,1;6,2;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;163;6,5;0;,0;0;,0;0;,0;6,5;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;163;6,7;0;,0;0;,0;0;,0;6,7;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;106;6,4;106;6,4;106;6,7;106;6,7;6,5;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1022;econ;economie;;0;0;107;6,0;107;6,0;107;6,2;107;6,2;6,2;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;61;6,5;61;6,5;61;6,6;61;6,6;6,5;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;125;6,9;125;6,9;125;6,8;125;6,8;6,8;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;36;6,2;36;6,2;36;7,0;36;7,0;6,7;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;60;6,0;60;6,0;60;6,7;60;6,7;6,4;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;27;7,0;27;7,0;27;6,1;27;6,1;6,6;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;21;7,2;0;,0;0;,0;0;,0;7,2;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1060;gds;godsdienst;;0;0;163;7,4;0;,0;0;,0;0;,0;7,4;,0
2018;07FH;00;Mendel College;0392;HAARLEM;HAARLEM;Noord-Holland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,9
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;0131;ak;aardrijkskunde;;0;0;45;5,8;45;5,8;45;6,3;45;6,3;6,2;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;0251;m&o;management en organisatie;;0;0;46;6,1;46;6,1;46;6,2;46;6,2;6,2;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;0301;anw;algemene natuurwetenschappen;;0;0;4;6,3;0;,0;0;,0;0;,0;6,3;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;0353;lo;lichamelijke opvoeding;G;48;48;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;0353;lo;lichamelijke opvoeding;V;55;55;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;129;6,5;129;6,5;129;6,1;129;6,1;6,3;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1002;entl;Engelse taal en literatuur;;0;0;130;6,6;130;6,6;130;6,8;130;6,8;6,7;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1003;fatl;Franse taal en literatuur;;0;0;31;6,1;30;6,1;31;5,6;30;5,6;5,8;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;44;5,8;44;5,8;44;5,7;44;5,7;5,8;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1018;biol;biologie;;0;0;59;6,2;59;6,2;59;6,0;59;6,0;6,1;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1019;maat;maatschappijleer;;0;0;115;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;112;7,0;0;,0;0;,0;0;,0;7,0;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1021;ges;geschiedenis;;0;0;89;6,2;89;6,2;89;6,4;89;6,4;6,3;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1022;econ;economie;;0;0;105;6,2;104;6,2;105;6,2;104;6,2;6,2;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1023;nat;natuurkunde;;0;0;28;5,7;28;5,7;28;6,3;28;6,3;6,0;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1024;wisA;wiskunde A;;0;0;93;6,1;93;6,1;93;6,4;93;6,4;6,3;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1025;wisB;wiskunde B;;0;0;28;6,0;28;6,0;28;6,5;28;6,5;6,3;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1027;wisD;wiskunde D;;0;0;2;5,5;0;,0;0;,0;0;,0;5,5;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1028;schk;scheikunde;;0;0;41;6,4;41;6,4;41;6,6;41;6,6;6,5;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;26;6,8;26;6,8;26;5,7;26;5,7;6,3;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1031;kumu;kunst (muziek);;0;0;6;7,2;6;7,2;6;5,8;6;5,8;6,7;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;103;7,2;0;,0;0;,0;0;,0;7,3;,0
2018;07MU;00;Rodenborch-College;0796;S HERTOGENBOSCH;ROSMALEN;Noord-Brabant;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,1
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;0131;ak;aardrijkskunde;;0;0;40;6,4;39;6,4;40;6,3;39;6,3;6,4;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;0161;in;informatica;;0;0;23;7,0;0;,0;0;,0;0;,0;7,2;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;0251;m&o;management en organisatie;;0;0;49;6,1;49;6,1;49;6,1;49;6,1;6,1;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;0260;mu;muziek;;0;0;9;6,7;9;6,7;9;6,5;9;6,5;6,6;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;0270;te;tekenen;;0;0;14;6,7;14;6,7;14;6,2;14;6,2;6,6;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;G;83;83;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;V;73;73;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;154;6,3;154;6,3;154;6,3;154;6,3;6,3;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;155;6,5;155;6,5;155;7,0;155;7,0;6,8;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;32;6,4;30;6,4;32;5,9;30;5,8;6,1;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;61;6,1;61;6,1;61;5,7;61;5,7;5,9;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1007;rutl;Russische taal en literatuur;;0;0;1;9,0;1;9,0;1;9,3;1;9,3;9,0;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1018;biol;biologie;;0;0;49;6,0;49;6,0;49;6,0;49;6,0;6,0;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1019;maat;maatschappijleer;;0;0;156;7,0;0;,0;0;,0;0;,0;7,0;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;138;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;16;16;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1021;ges;geschiedenis;;0;0;91;6,2;91;6,2;91;6,3;91;6,3;6,3;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1022;econ;economie;;0;0;105;6,0;105;6,0;105;6,8;105;6,8;6,4;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1023;nat;natuurkunde;;0;0;53;6,2;53;6,2;53;6,5;53;6,5;6,3;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1024;wisA;wiskunde A;;0;0;106;6,3;106;6,3;106;6,2;106;6,2;6,3;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1025;wisB;wiskunde B;;0;0;44;5,8;44;5,8;44;6,3;44;6,3;6,0;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1028;schk;scheikunde;;0;0;64;6,1;64;6,1;64;6,5;64;6,5;6,3;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;34;6,1;34;6,1;34;6,0;34;6,0;6,0;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1037;txvg;textiele vormgeving;;0;0;4;6,4;4;6,4;4;5,8;4;5,8;6,3;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;156;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,2
2018;07PK;00;Arentheem College;0202;ARNHEM;ARNHEM;Gelderland;HAVO;1123;R3ER;rekentoets 3ER;;0;0;0;,0;0;,0;0;,0;0;,0;,0;4,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;54;6,2;54;6,2;54;6,4;54;6,4;6,4;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0161;in;informatica;;0;0;67;6,6;0;,0;0;,0;0;,0;6,6;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0251;m&o;management en organisatie;;0;0;47;5,8;47;5,8;47;6,3;47;6,3;6,1;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0260;mu;muziek;;0;0;12;6,6;12;6,6;12;5,9;12;5,9;6,4;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0311;fi;filosofie;;0;0;16;6,3;16;6,3;16;6,7;16;6,7;6,6;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;G;5;5;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;156;156;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;161;6,2;161;6,2;161;6,1;161;6,1;6,2;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;161;6,9;161;6,9;161;6,9;161;6,9;6,9;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;30;6,1;30;6,1;30;5,4;30;5,4;5,8;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;47;6,3;47;6,3;47;5,6;47;5,6;6,0;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1007;rutl;Russische taal en literatuur;;0;0;1;8,6;1;8,6;1;9,3;1;9,3;9,0;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;56;6,5;56;6,5;56;6,1;56;6,1;6,4;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;161;6,7;0;,0;0;,0;0;,0;6,8;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;161;7,0;0;,0;0;,0;0;,0;7,0;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;90;6,0;90;6,0;90;6,1;90;6,1;6,1;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1022;econ;economie;;0;0;92;5,9;92;5,9;92;6,1;92;6,1;6,0;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;56;6,2;56;6,2;56;6,8;56;6,8;6,4;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;119;6,5;119;6,5;119;6,3;119;6,3;6,5;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;39;6,2;39;6,2;39;7,0;39;7,0;6,6;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1027;wisD;wiskunde D;;0;0;1;8,8;0;,0;0;,0;0;,0;9,0;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;73;6,1;73;6,1;73;6,5;73;6,5;6,4;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;5;7,1;5;7,1;5;5,6;5;5,6;6,4;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;41;6,5;41;6,5;41;6,7;41;6,7;6,6;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;161;7,0;0;,0;0;,0;0;,0;7,1;,0
2018;08CU;00;Emmauscollege;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,6
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;0131;ak;aardrijkskunde;;0;0;40;6,1;40;6,1;40;6,1;40;6,1;6,1;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;0251;m&o;management en organisatie;;0;0;82;6,4;82;6,4;82;5,9;82;5,9;6,2;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;V;154;154;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;154;6,7;154;6,7;154;6,1;154;6,1;6,5;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;154;7,0;154;7,0;154;6,7;154;6,7;6,9;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;37;6,5;37;6,5;37;6,0;37;6,0;6,2;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;41;6,4;41;6,4;41;5,5;41;5,5;6,0;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1018;biol;biologie;;0;0;48;6,3;48;6,3;48;5,7;48;5,7;6,0;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1019;maat;maatschappijleer;;0;0;154;6,3;0;,0;0;,0;0;,0;6,3;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;153;7,0;0;,0;0;,0;0;,0;7,0;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;1;1;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1021;ges;geschiedenis;;0;0;111;6,2;111;6,2;111;6,4;111;6,4;6,3;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1022;econ;economie;;0;0;109;6,3;109;6,3;109;5,9;109;5,9;6,1;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1023;nat;natuurkunde;;0;0;27;6,1;27;6,1;27;6,1;27;6,1;6,1;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1024;wisA;wiskunde A;;0;0;125;6,3;125;6,3;125;6,1;125;6,1;6,2;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1025;wisB;wiskunde B;;0;0;24;5,5;24;5,5;24;6,4;24;6,4;6,0;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1028;schk;scheikunde;;0;0;43;6,0;43;6,0;43;6,1;43;6,1;6,2;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;13;6,6;13;6,6;13;6,4;13;6,4;6,5;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1032;kudr;kunst (drama);;0;0;15;6,7;13;6,7;13;6,2;13;6,2;6,3;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;1;6,0;1;6,0;1;6,3;1;6,3;6,0;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;23;6,6;0;,0;0;,0;0;,0;6,6;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;35;6,5;0;,0;0;,0;0;,0;6,5;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1060;gds;godsdienst;;0;0;154;7,4;0;,0;0;,0;0;,0;7,4;,0
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,3
2018;08LP;00;Isendoorn College;0301;ZUTPHEN;WARNSVELD;Gelderland;HAVO;1123;R3ER;rekentoets 3ER;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,5
2018;08SG;00;CVO Apeldoorn;0200;APELDOORN;APELDOORN;Gelderland;HAVO;0131;ak;aardrijkskunde;;0;0;52;6,3;52;6,3;52;6,5;52;6,5;6,4;,0
2018;08SG;00;CVO Apeldoorn;0200;APELDOORN;APELDOORN;Gelderland;HAVO;0251;m&o;management en organisatie;;0;0;25;6,0;25;6,0;25;6,3;25;6,3;6,2;,0
2018;08SG;00;CVO Apeldoorn;0200;APELDOORN;APELDOORN;Gelderland;HAVO;0260;mu;muziek;;0;0;22;7,4;22;7,4;22;6,4;22;6,4;6,9;,0
2018;08SG;00;CVO Apeldoorn;0200;APELDOORN;APELDOORN;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;G;47;47;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;08SG;00;CVO Apeldoorn;0200;APELDOORN;APELDOORN;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;V;61;61;0;,0;0;,0;0;,0;0;,0;,0;,0
