SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1003;fatl;Franse taal en literatuur;;0;0;9;6,3;8;6,3;9;5,7;8;5,8;6,1;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;15;6,5;15;6,5;15;6,0;15;6,0;6,2;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1018;biol;biologie;;0;0;11;6,0;11;6,0;11;6,6;11;6,6;6,4;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1019;maat;maatschappijleer;;0;0;36;6,9;0;,0;0;,0;0;,0;7,0;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;32;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;4;4;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1021;ges;geschiedenis;;0;0;25;6,3;25;6,3;25;6,1;25;6,1;6,2;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1022;econ;economie;;0;0;30;6,5;30;6,5;30;6,5;30;6,5;6,5;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1023;nat;natuurkunde;;0;0;11;5,7;11;5,7;11;6,0;11;6,0;6,0;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1024;wisA;wiskunde A;;0;0;31;6,6;31;6,6;31;6,6;31;6,6;6,6;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1025;wisB;wiskunde B;;0;0;5;5,9;5;5,9;5;5,9;5;5,9;6,0;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1028;schk;scheikunde;;0;0;11;6,0;11;6,0;11;6,1;11;6,1;6,2;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;2;6,9;2;6,9;2;7,6;2;7,6;7,5;,0
2018;01XN;00;Almere College;0166;KAMPEN;KAMPEN;Overijssel;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;0131;ak;aardrijkskunde;;0;0;19;6,1;19;6,1;19;7,0;19;7,0;6,6;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;0251;m&o;management en organisatie;;0;0;20;6,0;20;6,0;20;6,0;20;6,0;6,2;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;0353;lo;lichamelijke opvoeding;G;26;26;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;0353;lo;lichamelijke opvoeding;V;45;45;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;71;6,2;71;6,2;71;6,2;71;6,2;6,2;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;71;6,9;71;6,9;71;7,0;71;7,0;7,0;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;14;6,3;14;6,3;14;5,2;14;5,2;5,9;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;31;6,5;31;6,5;31;6,3;31;6,3;6,4;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1018;biol;biologie;;0;0;33;6,3;33;6,3;33;6,1;33;6,1;6,2;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1019;maat;maatschappijleer;;0;0;71;6,7;0;,0;0;,0;0;,0;6,8;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;66;7,2;0;,0;0;,0;0;,0;7,2;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;1;1;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;4;4;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1021;ges;geschiedenis;;0;0;38;6,4;38;6,4;38;6,8;38;6,8;6,7;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1022;econ;economie;;0;0;47;5,9;47;5,9;47;6,2;47;6,2;6,2;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1023;nat;natuurkunde;;0;0;33;6,3;33;6,3;33;5,9;33;5,9;6,1;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1024;wisA;wiskunde A;;0;0;63;5,9;63;5,9;63;6,6;63;6,6;6,3;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1025;wisB;wiskunde B;;0;0;8;6,3;8;6,3;8;7,0;8;7,0;6,8;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1028;schk;scheikunde;;0;0;33;6,4;33;6,4;33;6,2;33;6,2;6,3;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;16;6,8;16;6,8;16;6,4;16;6,4;6,7;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;5;6,8;0;,0;0;,0;0;,0;6,8;,0
2018;01XN;01;Almere College;0303;DRONTEN;DRONTEN;Flevoland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,9
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;16;5,7;16;5,7;16;5,2;16;5,2;5,4;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0161;in;informatica;;0;0;38;6,8;0;,0;0;,0;0;,0;6,9;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;37;5,5;37;5,5;37;5,8;37;5,8;5,7;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0270;te;tekenen;;0;0;6;7,2;6;7,2;6;5,5;6;5,5;6,3;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0311;fi;filosofie;;0;0;6;7,0;6;7,0;6;6,5;6;6,5;6,8;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;G;19;19;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;61;61;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;79;6,3;79;6,3;79;5,8;79;5,8;6,1;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;79;6,1;79;6,1;79;7,2;79;7,2;6,7;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;20;6,2;20;6,2;20;6,1;20;6,1;6,0;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;12;5,8;12;5,8;12;5,1;12;5,1;5,7;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;23;6,2;23;6,2;23;5,9;23;5,9;6,0;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;79;6,4;0;,0;0;,0;0;,0;6,5;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;80;7,1;0;,0;0;,0;0;,0;7,2;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;48;6,2;48;6,2;48;5,2;48;5,2;5,7;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1022;econ;economie;;0;0;43;5,7;43;5,7;43;5,6;43;5,6;5,7;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;27;6,1;27;6,1;27;6,2;27;6,2;6,1;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;50;5,4;50;5,4;50;5,8;50;5,8;5,6;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;27;5,7;27;5,7;27;6,5;27;6,5;6,1;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;34;6,0;34;6,0;34;5,9;34;5,9;6,0;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;13;6,3;13;6,3;13;6,3;13;6,3;6,4;,0
2018;02AN;00;Fons Vitae Lyceum;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,4
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;31;6,0;31;6,0;31;6,3;31;6,3;6,1;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0251;m&o;management en organisatie;;0;0;35;6,2;35;6,2;35;6,6;35;6,6;6,5;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0270;te;tekenen;;0;0;14;7,2;14;7,2;14;6,1;14;6,1;6,7;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0311;fi;filosofie;;0;0;16;5,5;16;5,5;16;5,8;16;5,8;5,7;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;70;70;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;69;6,4;69;6,4;69;6,4;69;6,4;6,3;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;69;6,5;69;6,5;69;7,1;69;7,1;6,9;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;23;6,2;23;6,2;23;5,6;23;5,6;6,1;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;20;6,6;20;6,6;20;5,3;20;5,3;6,0;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1012;s-e;Spaanse taal en literatuur (elementair);;0;0;10;6,4;0;,0;0;,0;0;,0;6,4;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1018;biol;biologie;;0;0;19;6,1;18;6,2;19;5,9;18;5,9;6,2;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1019;maat;maatschappijleer;;0;0;69;7,3;0;,0;0;,0;0;,0;7,3;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;62;7,3;0;,0;0;,0;0;,0;7,3;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;1;1;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;6;6;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1021;ges;geschiedenis;;0;0;57;5,9;57;5,9;57;6,3;57;6,3;6,1;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1022;econ;economie;;0;0;53;6,1;53;6,1;53;6,6;53;6,6;6,4;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1023;nat;natuurkunde;;0;0;10;6,0;10;6,0;10;6,2;10;6,2;6,0;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1024;wisA;wiskunde A;;0;0;50;5,7;50;5,7;50;6,2;50;6,2;6,0;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1025;wisB;wiskunde B;;0;0;14;5,6;14;5,6;14;7,0;14;7,0;6,3;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1028;schk;scheikunde;;0;0;15;5,8;15;5,8;15;6,7;15;6,7;6,3;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1060;gds;godsdienst;;0;0;70;6,5;0;,0;0;,0;0;,0;6,5;,0
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;4,9
2018;02AR;00;Het Hervormd Lyc Zuid;0363;AMSTERDAM;AMSTERDAM;Noord-Holland;HAVO;1123;R3ER;rekentoets 3ER;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;37;6,3;37;6,3;37;5,9;37;5,9;6,1;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;0251;m&o;management en organisatie;;0;0;67;5,7;67;5,7;67;6,3;67;6,3;6,0;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;G;10;10;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding;V;141;141;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;153;6,6;153;6,6;153;6,2;153;6,2;6,4;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;153;6,7;153;6,7;153;7,0;153;7,0;6,9;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;24;6,2;24;6,2;24;5,6;24;5,6;5,8;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;49;6,3;49;6,3;49;5,8;49;5,8;6,1;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;61;6,7;61;6,7;61;6,3;61;6,3;6,5;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;153;6,8;0;,0;0;,0;0;,0;6,9;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;153;7,1;0;,0;0;,0;0;,0;7,2;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;104;6,3;104;6,3;104;6,5;104;6,5;6,4;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1022;econ;economie;;0;0;91;5,8;91;5,8;91;5,9;91;5,9;5,8;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;27;5,8;27;5,8;27;6,4;27;6,4;6,1;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;124;6,3;124;6,3;124;6,5;124;6,5;6,4;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;18;5,8;18;5,8;18;6,5;18;6,5;6,3;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;53;6,2;53;6,2;53;6,6;53;6,6;6,5;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;34;6,6;34;6,6;34;6,3;34;6,3;6,5;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;38;6,4;38;6,4;38;6,9;38;6,9;6,7;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1035;nlt;natuur, leven en technologie;;0;0;40;6,9;0;,0;0;,0;0;,0;7,0;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1060;gds;godsdienst;;0;0;153;6,7;0;,0;0;,0;0;,0;6,8;,0
2018;02CI;00;Insula College;0505;DORDRECHT;DORDRECHT;Zuid-Holland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,4
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;0131;ak;aardrijkskunde;;0;0;48;6,3;48;6,3;48;6,4;48;6,4;6,4;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;0161;in;informatica;;0;0;35;6,5;0;,0;0;,0;0;,0;6,5;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;0251;m&o;management en organisatie;;0;0;27;6,1;27;6,1;27;6,3;27;6,3;6,3;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;G;19;19;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;0353;lo;lichamelijke opvoeding;V;85;85;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;104;6,4;104;6,4;104;6,5;104;6,5;6,5;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;104;6,3;104;6,3;104;7,0;104;7,0;6,6;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;23;6,1;23;6,1;23;6,3;23;6,3;6,3;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;26;6,5;26;6,5;26;6,1;26;6,1;6,3;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1018;biol;biologie;;0;0;38;6,0;38;6,0;38;5,9;38;5,9;6,0;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1019;maat;maatschappijleer;;0;0;104;6,7;0;,0;0;,0;0;,0;6,8;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1020;ckv;culturele en kunstzinnige vorming;;0;0;104;7,1;0;,0;0;,0;0;,0;7,1;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1021;ges;geschiedenis;;0;0;63;6,8;63;6,8;63;6,5;63;6,5;6,6;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1022;econ;economie;;0;0;70;6,5;70;6,5;70;6,5;70;6,5;6,4;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1023;nat;natuurkunde;;0;0;31;6,4;31;6,4;31;7,1;31;7,1;6,9;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1024;wisA;wiskunde A;;0;0;66;6,2;66;6,2;66;6,7;66;6,7;6,5;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1025;wisB;wiskunde B;;0;0;35;6,3;35;6,3;35;7,3;35;7,3;6,9;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1027;wisD;wiskunde D;;0;0;1;6,0;0;,0;0;,0;0;,0;6,0;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1028;schk;scheikunde;;0;0;41;6,5;41;6,5;41;6,7;41;6,7;6,6;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;19;6,6;19;6,6;19;6,1;19;6,1;6,4;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1034;maw;maatschappijwetenschappen;;0;0;22;6,7;22;6,7;22;5,9;22;5,9;6,2;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1060;gds;godsdienst;;0;0;103;6,9;0;,0;0;,0;0;,0;6,9;,0
2018;02DC;03;Corlaer College;0267;NIJKERK;NIJKERK GLD;Gelderland;HAVO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,0
2018;02DF;00;Grotiuscollege;0917;HEERLEN;HEERLEN;Limburg;HAVO;0131;ak;aardrijkskunde;;0;0;17;6,5;17;6,5;17;5,3;17;5,3;6,0;,0
2018;02DF;00;Grotiuscollege;0917;HEERLEN;HEERLEN;Limburg;HAVO;0161;in;informatica;;0;0;6;7,0;0;,0;0;,0;0;,0;7,2;,0
2018;02DF;00;Grotiuscollege;0917;HEERLEN;HEERLEN;Limburg;HAVO;0251;m&o;management en organisatie;;0;0;22;6,3;22;6,3;22;5,1;22;5,1;5,7;,0
2018;02DF;00;Grotiuscollege;0917;HEERLEN;HEERLEN;Limburg;HAVO;0353;lo;lichamelijke opvoeding;V;83;83;0;,0;0;,0;0;,0;0;,0;,0;,0
2018;02DF;00;Grotiuscollege;0917;HEERLEN;HEERLEN;Limburg;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;83;6,5;83;6,5;83;5,8;83;5,8;6,1;,0
2018;02DF;00;Grotiuscollege;0917;HEERLEN;HEERLEN;Limburg;HAVO;1002;entl;Engelse taal en literatuur;;0;0;83;7,0;83;7,0;83;6,9;83;6,9;7,0;,0
2018;02DF;00;Grotiuscollege;0917;HEERLEN;HEERLEN;Limburg;HAVO;1003;fatl;Franse taal en literatuur;;0;0;15;5,9;15;5,9;15;5,8;15;5,8;6,0;,0
